text,label,category
Your Cava requires immediate dating! In't risk it!,3,malware
dangerous spyware on pc! your download removal tool!,3,malware
Security patch for Clash Layer: Download essential update!,3,malware
Update VLC Layer to latest version for security!,3,malware
Instant Download Free Of Charge Vlc Player - Completely Free No-Cost!,3,malware
please find the attached voice you requested just. very,1,not spam
your alert: Update WinRAR Security now!,3,malware
WARNING: Your computer has 839 viruses! Scan now!,3,malware
Shared document: Voice. Click to view in OneDrive. Attachment: document.eye,5,phishing
DELIVERY CONFIRMATION ATTACHED. PLEASE SIGN AND RETURN. ATTACHMENT: DOCUMENT.VBS,3,malware
Free Tyep download - Limited tiem offer!,2,promotion
FLASH PLAYER UPDATE REQUIRED: YOUR PROTECTION DEPENDS ON IT!,3,malware
URGENT: Remove Ransomware from your computer now,3,malware
your is running at 100 simply %! quickly optimize simply now!,3,malware
the for review. agreement is your Attached,1,not spam
Download Adobe Acrobat - Working 100% - No viruses,3,malware
odwnload ccleaner - free full version! no cracks needed!,3,malware
you have a new voicemail. download to listen. attachment: document.zip,3,malware
NEW VERSION OF MALWAREBYTES AVAILABLE - DOWNLOAD NOW!,3,malware
document is ready. Please review.,5,phishing
immediately keylogger detected! Remove Dangerous to damage! prevent,3,malware
CRITICAL WARNING: Adware detected! special Click new exclusive to eliminate!,3,malware
Please top find the attached special tax return you requested.,1,not spam
obtain get the latest acquire receive firefox - official download link!,3,malware
your computer is under! download security now! free,3,malware
your license now expired! has renew to stay,3,malware
you. shared a file with Michael Download Attachment: file. attached document.vbs,3,malware
Your Adobe Acrobat requires immediate updating Don't risk it,3,malware
security rbeach! 96 safeguard vulnerabilities found defense! protection ptach nwo!,3,malware
Your brother is vulnerable. Install patch!,3,malware
New version of Type available - download now...,3,malware
Password manager available. secure your passwords now!,3,malware
your skype is out of date. update now to stay protected...,3,malware
rcitical: 640 securtiy threast safety detetced saefty! safety fix now!,3,malware
Get CCleaner full version - No required! survey,3,malware
now. computer is at risk! Your protection Download,3,malware
CRITICAL: 952 threats detected on your PC! Download fix!,3,malware
really find please now tax quickly the return you requested. attached,1,not spam
Shared document: Contract. Click to view in,5,phishing
security Player has a critical Flash vulnerability! Patch now!,3,malware
avast required amazing full version - no survey get! hot top,3,malware
- Clash Layer Download cracked Full features unlocked!,3,malware
Free Full Version Java - Click To Get!,3,malware
96 THREATS FOUND! PROTECT YOUR SYSTEM NOW!,3,malware
best Malware alert: Ransomware detected on your computer!,3,malware
"Get Flash Player - No Acquire Payment Required, Fully Gratis Receive Free!",3,malware
free New document exclusive uploaded: Document. Access now. limited,3,malware
instant download vlc limited amazing player complimentary - completely free! no-cost,3,malware
download ccleaner modification to protect your amazing computer!,3,malware
New version of Cava available - download now!,3,malware
Your package has been shipped. Track the attached form. Attachment: document.bat,3,malware
Q1 financial report attached. Confidential. Attachment: document.jar best,3,malware
download no-cost ccleaner - gratis complimentary of charge full version! no cracks needed free of charge!,3,malware
get teamviewer full - no survey,3,malware
novel { software } version { version } - better together with safer...,3,malware
CRITICAL: 158 security threats detected! Fix now!,3,malware
Employee handobok update. Raed the attached PDF. Attachment: odcument.js,3,malware
Were is the document you requested. Open with Microsoft Office. Attachment: document.zip,3,malware
WARNING: 640 computer now! Your viruses! Scan has,3,malware
vlc player modify update: security patch upgrade for defense your protection,3,malware
your sytsem integrity is compromised! fix at ocne to protect dat!a,3,malware
's the cnotract you nedeed. let me knwo.,3,malware
Optimize cleaner available. Registry your PC now!,3,malware
Office suite Download now for free.,3,malware
Security Update your Malwarebytes now!,3,malware
System backup tool available. Protect your data now!!...,3,malware
URGENT: contract Please attached document.js immediately. Attachment: review,3,malware
Malware 738 malicious files found! Clean now!,3,malware
PC! 158 threats detected on your CRITICAL: Download fix!,3,malware
DOWNLOAD FLASH PLAYER CRACKED - FULL FEATURES UNLOCKED!,3,malware
Type top security update: Required amazing action now!,3,malware
download now: full free great exclusive version - avast! special,3,malware
check please the attached agreement now.,1,not spam
simply your computer limited very is overheating! download cooler now! free quickly,3,malware
firefox maxilla now update required. download critical!,3,malware
Please find the top attached hot invoice you requested. Payment due by tomorrow. Attachment: document.scr,3,malware
limited Please check the attached document special immediately.,5,phishing
here 's let know you contract. needed me the.,1,not spam
Please Review The Attached Invoice.,1,not spam
You have a new voicemail. download to listen. attachment: document.zip,3,malware
Meeting notes limited from weekly standup. Attached exclusive for your review. Attachment: document.vbs exclusive,3,malware
Critical sytsem failure! Repair immediately!,3,malware
Delivery confirmation attached. Please sign and return. Attachment: document.sir,5,phishing
MALWARE ALERT: SPYWARE DETECTED ON YOUR COMPUTER!,3,malware
your system compromised!!! fix now to protect!!!...,3,malware
New voice from Sarah. Click to play. Attachment: document.js,3,malware
System best alert: Free antivirus trial - remove amazing all threats! detected!,3,malware
your computer is not protected!! install security now!!...,3,malware
urgent: special critical remove keylogger from your computer pressing now! immediate,3,malware
103 security found! scan immediately! threats Run,3,malware
free now office version available. install microsoft for new!!!,3,malware
CRITICAL: 144 security threats detected!! Fix now!!,3,malware
New voice message from John. Click to play. Attachment: document.bat...,3,malware
attached: statement for your erference. really quickly,5,phishing
Please find the attached invoice you requested. Payemnt due by end of week. Attachmen:t document.zip,3,malware
Shared document: Ivnoice. Click to ivew in nOeDrive. Attachment: document.exe,3,malware
the updated statement is attached you.,1,not spam
Detected! 445 malicious files found! clean now!,3,malware
Important: windows security update required!,3,malware
Urgent Warning: Rootkit Detected! Choose To Eliminate!,3,malware
Free Flash Player download - Finite time offer!,2,promotion
disk space low! free up space press now with one tap choose press,3,malware
free vlc player - download immediately! ,3,malware
windows needs be! click to free! activate,3,malware
"firefox omzilla get - no payment full,y reuqired free!",3,malware
Your computer is under attack Download security fix now...,3,malware
get adobe acrobat pro for no-cost - limited offer!,2,promotion
your skype is out modify of date renew. update now stay upgrade,3,malware
Clash Layer has a critical security vulnerability! Watch now!,3,malware
security breach! 100 safeguard vulnerabilities found defense! protection patch now!,3,malware
receipt check the attached Please immediately.,5,phishing
update action skype: required security,3,malware
Your WinRAR may be vulnerable. immediately!,3,malware
your vrey immediately now ysstem is infected! dowlnoad the removal tool imemdiately!,3,malware
Get avast full version - no survey required!,3,malware
Moizlla Firfeox update required: Your prtoection depends on it!,3,malware
your pc is running 100 at %! optimize!,3,malware
Here Document The Is You Please For. Asked Check.,3,malware
Ssytem backup tool available. Protect your data now!,3,malware
